date,geoRegion,cases,hosps,deaths
2020-02-24,AG,0,0,0
2020-02-24,AI,0,0,0
2020-02-24,AR,0,0,0
2020-02-24,BE,0,0,0
2020-02-24,BL,0,0,0
2020-02-24,BS,0,0,0
2020-02-24,FR,0,0,0
2020-02-24,GE,0,1,0
2020-02-24,GL,0,0,0
2020-02-24,GR,0,0,0
2020-02-24,JU,0,0,0
2020-02-24,LU,0,0,0
2020-02-24,NE,0,0,0
2020-02-24,NW,0,0,0
2020-02-24,OW,0,0,0
2020-02-24,SG,0,0,0
2020-02-24,SH,0,0,0
2020-02-24,SO,0,0,0
2020-02-24,SZ,0,0,0
2020-02-24,TG,0,1,0
2020-02-24,TI,1,2,0
2020-02-24,UR,0,0,0
2020-02-24,VD,0,1,0
2020-02-24,VS,0,0,0
2020-02-24,ZG,0,0,0
2020-02-24,ZH,0,0,0
2020-02-24,FL,0,0,0
2020-02-24,CH,1,5,0
2020-02-24,CHFL,1,5,0
2020-02-25,AG,1,1,0
2020-02-25,AI,0,0,0
2020-02-25,AR,0,0,0
2020-02-25,BE,0,0,0
2020-02-25,BL,0,0,0
2020-02-25,BS,0,0,0
2020-02-25,FR,0,0,0
2020-02-25,GE,0,0,0
2020-02-25,GL,0,0,0
2020-02-25,GR,0,0,0
2020-02-25,JU,0,0,0
2020-02-25,LU,0,0,0
2020-02-25,NE,0,0,0
2020-02-25,NW,0,0,0
2020-02-25,OW,0,0,0
2020-02-25,SG,0,0,0
2020-02-25,SH,0,0,0
2020-02-25,SO,0,0,0
2020-02-25,SZ,0,0,0
2020-02-25,TG,0,0,0
2020-02-25,TI,0,1,0
2020-02-25,UR,0,0,0
2020-02-25,VD,0,2,0
2020-02-25,VS,0,0,0
2020-02-25,ZG,0,0,0
2020-02-25,ZH,0,0,0
2020-02-25,FL,0,0,0
2020-02-25,CH,1,4,0
2020-02-25,CHFL,1,4,0
2020-02-26,AG,0,0,0
2020-02-26,AI,0,0,0
2020-02-26,AR,0,0,0
2020-02-26,BE,0,0,0
2020-02-26,BL,1,1,0
2020-02-26,BS,1,0,0
2020-02-26,FR,0,1,0
2020-02-26,GE,1,1,0
2020-02-26,GL,0,0,0
2020-02-26,GR,4,4,0
2020-02-26,JU,1,0,0
2020-02-26,LU,0,0,0
2020-02-26,NE,0,1,0
2020-02-26,NW,0,0,0
2020-02-26,OW,0,0,0
2020-02-26,SG,0,0,0
2020-02-26,SH,0,0,0
2020-02-26,SO,0,0,0
2020-02-26,SZ,0,0,0
2020-02-26,TG,0,0,0
2020-02-26,TI,0,0,0
2020-02-26,UR,0,0,0
2020-02-26,VD,1,0,0
2020-02-26,VS,0,0,0
2020-02-26,ZG,0,0,0
2020-02-26,ZH,1,1,0
2020-02-26,FL,0,0,0
2020-02-26,CH,10,9,0
2020-02-26,CHFL,10,9,0
2020-02-27,AG,0,0,0
2020-02-27,AI,0,0,0
2020-02-27,AR,0,0,0
2020-02-27,BE,1,0,0
2020-02-27,BL,0,1,0
2020-02-27,BS,0,1,0
2020-02-27,FR,0,0,0
2020-02-27,GE,3,0,0
2020-02-27,GL,0,0,0
2020-02-27,GR,2,1,0
2020-02-27,JU,0,0,0
2020-02-27,LU,0,0,0
2020-02-27,NE,0,0,0
2020-02-27,NW,0,0,0
2020-02-27,OW,0,0,0
2020-02-27,SG,0,0,0
2020-02-27,SH,0,0,0
2020-02-27,SO,0,0,0
2020-02-27,SZ,0,0,0
2020-02-27,TG,0,0,0
2020-02-27,TI,3,0,0
2020-02-27,UR,0,0,0
2020-02-27,VD,0,0,0
2020-02-27,VS,0,0,0
2020-02-27,ZG,0,0,0
2020-02-27,ZH,1,2,0
2020-02-27,FL,0,0,0
2020-02-27,CH,10,5,0
2020-02-27,CHFL,10,5,0
2020-02-28,AG,0,0,0
2020-02-28,AI,0,0,0
2020-02-28,AR,0,0,0
2020-02-28,BE,0,1,0
2020-02-28,BL,2,0,0
2020-02-28,BS,2,2,0
2020-02-28,FR,0,0,0
2020-02-28,GE,5,0,0
2020-02-28,GL,0,0,0
2020-02-28,GR,0,0,0
2020-02-28,JU,0,0,0
2020-02-28,LU,0,0,0
2020-02-28,NE,0,0,0
2020-02-28,NW,0,0,0
2020-02-28,OW,0,0,0
2020-02-28,SG,0,0,0
2020-02-28,SH,0,0,0
2020-02-28,SO,0,0,0
2020-02-28,SZ,0,0,0
2020-02-28,TG,0,0,0
2020-02-28,TI,0,0,0
2020-02-28,UR,0,0,0
2020-02-28,VD,0,1,0
2020-02-28,VS,1,1,0
2020-02-28,ZG,0,0,0
2020-02-28,ZH,0,0,0
2020-02-28,FL,0,0,0
2020-02-28,CH,10,5,0
2020-02-28,CHFL,10,5,0
2020-02-29,AG,2,2,0
2020-02-29,AI,0,0,0
2020-02-29,AR,0,0,0
2020-02-29,BE,1,1,0
2020-02-29,BL,1,1,0
2020-02-29,BS,0,0,0
2020-02-29,FR,2,1,0
2020-02-29,GE,0,0,0
2020-02-29,GL,0,0,0
2020-02-29,GR,2,0,0
2020-02-29,JU,0,0,0
2020-02-29,LU,0,0,0
2020-02-29,NE,0,0,0
2020-02-29,NW,0,0,0
2020-02-29,OW,0,0,0
2020-02-29,SG,0,0,0
2020-02-29,SH,0,0,0
2020-02-29,SO,0,0,0
2020-02-29,SZ,0,1,0
2020-02-29,TG,0,0,0
2020-02-29,TI,1,1,0
2020-02-29,UR,0,0,0
2020-02-29,VD,0,2,0
2020-02-29,VS,0,0,0
2020-02-29,ZG,0,0,0
2020-02-29,ZH,4,5,0
2020-02-29,FL,0,0,0
2020-02-29,CH,13,14,0
2020-02-29,CHFL,13,14,0
2020-03-01,AG,2,0,0
2020-03-01,AI,0,0,0
2020-03-01,AR,0,0,0
2020-03-01,BE,0,1,0
2020-03-01,BL,0,0,0
2020-03-01,BS,1,0,0
2020-03-01,FR,0,1,0
2020-03-01,GE,1,1,0
2020-03-01,GL,0,0,0
2020-03-01,GR,1,0,0
2020-03-01,JU,0,0,0
2020-03-01,LU,0,0,0
2020-03-01,NE,1,0,0
2020-03-01,NW,0,0,0
2020-03-01,OW,0,0,0
2020-03-01,SG,0,0,0
2020-03-01,SH,0,0,0
2020-03-01,SO,0,0,0
2020-03-01,SZ,0,0,0
2020-03-01,TG,0,0,0
2020-03-01,TI,1,4,0
2020-03-01,UR,0,0,0
2020-03-01,VD,0,1,0
2020-03-01,VS,1,1,0
2020-03-01,ZG,1,0,0
2020-03-01,ZH,2,1,0
2020-03-01,FL,0,0,0
2020-03-01,CH,11,10,0
2020-03-01,CHFL,11,10,0
2020-03-02,AG,1,2,0
2020-03-02,AI,0,0,0
2020-03-02,AR,0,0,0
2020-03-02,BE,4,2,0
2020-03-02,BL,0,0,0
2020-03-02,BS,1,0,0
2020-03-02,FR,0,3,0
2020-03-02,GE,2,1,0
2020-03-02,GL,0,0,0
2020-03-02,GR,0,0,0
2020-03-02,JU,0,0,0
2020-03-02,LU,0,0,0
2020-03-02,NE,0,1,0
2020-03-02,NW,0,0,0
2020-03-02,OW,0,0,0
2020-03-02,SG,1,0,0
2020-03-02,SH,0,0,0
2020-03-02,SO,0,0,0
2020-03-02,SZ,2,0,0
2020-03-02,TG,0,0,0
2020-03-02,TI,5,3,0
2020-03-02,UR,0,0,0
2020-03-02,VD,5,1,0
2020-03-02,VS,2,0,0
2020-03-02,ZG,2,0,0
2020-03-02,ZH,5,0,0
2020-03-02,FL,1,1,0
2020-03-02,CH,30,13,0
2020-03-02,CHFL,31,14,0
2020-03-03,AG,1,1,0
2020-03-03,AI,0,0,0
2020-03-03,AR,0,0,0
2020-03-03,BE,3,1,0
2020-03-03,BL,0,1,0
2020-03-03,BS,1,1,0
2020-03-03,FR,3,0,0
2020-03-03,GE,0,0,0
2020-03-03,GL,0,0,0
2020-03-03,GR,1,1,0
2020-03-03,JU,1,1,0
2020-03-03,LU,1,0,0
2020-03-03,NE,1,1,0
2020-03-03,NW,0,0,0
2020-03-03,OW,0,0,0
2020-03-03,SG,0,0,0
2020-03-03,SH,0,0,0
2020-03-03,SO,0,0,0
2020-03-03,SZ,3,0,0
2020-03-03,TG,0,0,0
2020-03-03,TI,10,4,0
2020-03-03,UR,0,0,0
2020-03-03,VD,4,2,0
2020-03-03,VS,0,1,0
2020-03-03,ZG,3,1,0
2020-03-03,ZH,1,2,0
2020-03-03,FL,0,0,0
2020-03-03,CH,33,17,0
2020-03-03,CHFL,33,17,0
2020-03-04,AG,3,3,0
2020-03-04,AI,0,0,0
2020-03-04,AR,1,0,0
2020-03-04,BE,8,0,0
2020-03-04,BL,2,0,0
2020-03-04,BS,6,0,0
2020-03-04,FR,2,0,0
2020-03-04,GE,1,2,0
2020-03-04,GL,0,0,0
2020-03-04,GR,2,1,0
2020-03-04,JU,3,0,0
2020-03-04,LU,3,1,0
2020-03-04,NE,7,0,0
2020-03-04,NW,0,0,0
2020-03-04,OW,0,0,0
2020-03-04,SG,0,0,0
2020-03-04,SH,0,0,0
2020-03-04,SO,0,0,0
2020-03-04,SZ,0,0,0
2020-03-04,TG,1,0,0
2020-03-04,TI,7,4,0
2020-03-04,UR,0,0,0
2020-03-04,VD,8,0,0
2020-03-04,VS,1,1,0
2020-03-04,ZG,1,1,0
2020-03-04,ZH,5,0,0
2020-03-04,FL,0,0,0
2020-03-04,CH,61,13,0
2020-03-04,CHFL,61,13,0
2020-03-05,AG,2,0,0
2020-03-05,AI,0,0,0
2020-03-05,AR,0,0,0
2020-03-05,BE,5,1,0
2020-03-05,BL,3,1,0
2020-03-05,BS,10,2,0
2020-03-05,FR,1,2,0
2020-03-05,GE,4,2,0
2020-03-05,GL,0,0,0
2020-03-05,GR,3,1,0
2020-03-05,JU,0,0,0
2020-03-05,LU,0,0,0
2020-03-05,NE,1,1,0
2020-03-05,NW,0,0,0
2020-03-05,OW,0,0,0
2020-03-05,SG,0,0,0
2020-03-05,SH,0,0,0
2020-03-05,SO,1,0,0
2020-03-05,SZ,1,0,0
2020-03-05,TG,0,0,0
2020-03-05,TI,14,1,0
2020-03-05,UR,0,0,0
2020-03-05,VD,11,5,2
2020-03-05,VS,1,0,0
2020-03-05,ZG,0,0,0
2020-03-05,ZH,5,2,0
2020-03-05,FL,0,0,0
2020-03-05,CH,62,18,2
2020-03-05,CHFL,62,18,2
2020-03-06,AG,2,0,0
2020-03-06,AI,0,0,0
2020-03-06,AR,0,0,0
2020-03-06,BE,9,3,0
2020-03-06,BL,8,0,0
2020-03-06,BS,5,2,0
2020-03-06,FR,1,1,0
2020-03-06,GE,17,1,0
2020-03-06,GL,0,0,0
2020-03-06,GR,0,0,0
2020-03-06,JU,0,2,0
2020-03-06,LU,2,0,0
2020-03-06,NE,4,3,0
2020-03-06,NW,0,0,0
2020-03-06,OW,0,0,0
2020-03-06,SG,3,0,0
2020-03-06,SH,0,0,0
2020-03-06,SO,0,0,0
2020-03-06,SZ,0,0,0
2020-03-06,TG,0,0,0
2020-03-06,TI,9,2,0
2020-03-06,UR,0,0,0
2020-03-06,VD,8,6,0
2020-03-06,VS,0,3,0
2020-03-06,ZG,0,0,0
2020-03-06,ZH,5,1,0
2020-03-06,FL,0,0,0
2020-03-06,CH,73,24,0
2020-03-06,CHFL,73,24,0
2020-03-07,AG,0,0,0
2020-03-07,AI,0,0,0
2020-03-07,AR,0,0,0
2020-03-07,BE,0,0,0
2020-03-07,BL,1,0,0
2020-03-07,BS,5,0,0
2020-03-07,FR,0,0,0
2020-03-07,GE,6,1,0
2020-03-07,GL,0,0,0
2020-03-07,GR,1,1,0
2020-03-07,JU,0,0,0
2020-03-07,LU,0,0,0
2020-03-07,NE,5,1,0
2020-03-07,NW,0,0,0
2020-03-07,OW,0,0,0
2020-03-07,SG,0,0,0
2020-03-07,SH,0,0,0
2020-03-07,SO,0,0,0
2020-03-07,SZ,0,0,0
2020-03-07,TG,0,0,0
2020-03-07,TI,12,2,0
2020-03-07,UR,0,0,0
2020-03-07,VD,11,2,0
2020-03-07,VS,1,0,0
2020-03-07,ZG,0,0,0
2020-03-07,ZH,7,1,0
2020-03-07,FL,0,0,0
2020-03-07,CH,49,8,0
2020-03-07,CHFL,49,8,0
2020-03-08,AG,1,0,0
2020-03-08,AI,0,0,0
2020-03-08,AR,1,0,0
2020-03-08,BE,3,1,0
2020-03-08,BL,0,0,1
2020-03-08,BS,7,2,0
2020-03-08,FR,4,1,0
2020-03-08,GE,8,0,0
2020-03-08,GL,0,0,0
2020-03-08,GR,1,0,0
2020-03-08,JU,1,0,0
2020-03-08,LU,1,0,0
2020-03-08,NE,7,1,0
2020-03-08,NW,1,2,0
2020-03-08,OW,0,0,0
2020-03-08,SG,1,0,0
2020-03-08,SH,0,0,0
2020-03-08,SO,0,0,0
2020-03-08,SZ,0,0,0
2020-03-08,TG,1,0,0
2020-03-08,TI,9,3,0
2020-03-08,UR,0,0,0
2020-03-08,VD,10,4,0
2020-03-08,VS,7,3,0
2020-03-08,ZG,0,0,0
2020-03-08,ZH,6,1,0
2020-03-08,FL,0,0,0
2020-03-08,CH,69,18,1
2020-03-08,CHFL,69,18,1
2020-03-09,AG,3,0,0
2020-03-09,AI,0,0,0
2020-03-09,AR,1,0,0
2020-03-09,BE,4,0,0
2020-03-09,BL,3,1,0
2020-03-09,BS,13,4,0
2020-03-09,FR,3,1,0
2020-03-09,GE,29,5,0
2020-03-09,GL,1,0,0
2020-03-09,GR,11,0,0
2020-03-09,JU,1,1,0
2020-03-09,LU,1,0,0
2020-03-09,NE,2,1,0
2020-03-09,NW,4,0,0
2020-03-09,OW,0,0,0
2020-03-09,SG,8,0,0
2020-03-09,SH,0,0,0
2020-03-09,SO,2,0,0
2020-03-09,SZ,2,0,0
2020-03-09,TG,2,0,0
2020-03-09,TI,48,6,0
2020-03-09,UR,0,0,0
2020-03-09,VD,36,8,0
2020-03-09,VS,4,1,0
2020-03-09,ZG,0,0,0
2020-03-09,ZH,13,1,0
2020-03-09,FL,0,0,0
2020-03-09,CH,191,29,0
2020-03-09,CHFL,191,29,0
2020-03-10,AG,3,0,0
2020-03-10,AI,0,0,0
2020-03-10,AR,0,0,0
2020-03-10,BE,7,1,0
2020-03-10,BL,4,2,0
2020-03-10,BS,18,6,0
2020-03-10,FR,10,2,0
2020-03-10,GE,17,6,1
2020-03-10,GL,1,0,0
2020-03-10,GR,5,0,0
2020-03-10,JU,3,0,0
2020-03-10,LU,2,1,0
2020-03-10,NE,4,1,0
2020-03-10,NW,2,0,0
2020-03-10,OW,1,0,0
2020-03-10,SG,1,0,0
2020-03-10,SH,1,0,0
2020-03-10,SO,4,2,0
2020-03-10,SZ,1,0,0
2020-03-10,TG,1,0,0
2020-03-10,TI,47,8,1
2020-03-10,UR,0,0,0
2020-03-10,VD,40,9,0
2020-03-10,VS,5,3,0
2020-03-10,ZG,0,0,0
2020-03-10,ZH,33,1,0
2020-03-10,FL,2,0,0
2020-03-10,CH,210,42,2
2020-03-10,CHFL,212,42,2
2020-03-11,AG,7,0,0
2020-03-11,AI,0,0,0
2020-03-11,AR,2,1,0
2020-03-11,BE,16,4,0
2020-03-11,BL,15,2,1
2020-03-11,BS,40,5,0
2020-03-11,FR,8,0,0
2020-03-11,GE,33,3,0
2020-03-11,GL,2,0,0
2020-03-11,GR,12,1,0
2020-03-11,JU,0,0,0
2020-03-11,LU,3,1,0
2020-03-11,NE,7,0,0
2020-03-11,NW,0,0,0
2020-03-11,OW,6,0,0
2020-03-11,SG,8,2,0
2020-03-11,SH,0,0,0
2020-03-11,SO,1,0,0
2020-03-11,SZ,1,0,0
2020-03-11,TG,1,0,0
2020-03-11,TI,49,13,1
2020-03-11,UR,0,0,0
2020-03-11,VD,74,7,1
2020-03-11,VS,7,3,0
2020-03-11,ZG,1,0,0
2020-03-11,ZH,40,7,0
2020-03-11,FL,1,0,0
2020-03-11,CH,333,49,3
2020-03-11,CHFL,334,49,3
2020-03-12,AG,7,1,0
2020-03-12,AI,0,0,0
2020-03-12,AR,0,0,0
2020-03-12,BE,24,1,0
2020-03-12,BL,12,2,0
2020-03-12,BS,23,3,1
2020-03-12,FR,6,3,0
2020-03-12,GE,49,3,1
2020-03-12,GL,1,0,0
2020-03-12,GR,8,1,0
2020-03-12,JU,4,1,0
2020-03-12,LU,7,1,0
2020-03-12,NE,4,2,0
2020-03-12,NW,0,0,0
2020-03-12,OW,0,0,0
2020-03-12,SG,8,1,0
2020-03-12,SH,0,0,0
2020-03-12,SO,3,1,0
2020-03-12,SZ,7,1,0
2020-03-12,TG,2,0,0
2020-03-12,TI,49,12,1
2020-03-12,UR,0,0,0
2020-03-12,VD,75,10,1
2020-03-12,VS,25,6,0
2020-03-12,ZG,4,0,0
2020-03-12,ZH,39,3,0
2020-03-12,FL,1,0,0
2020-03-12,CH,357,52,4
2020-03-12,CHFL,358,52,4
2020-03-13,AG,6,1,0
2020-03-13,AI,2,0,0
2020-03-13,AR,1,0,0
2020-03-13,BE,10,2,0
2020-03-13,BL,23,1,0
2020-03-13,BS,23,1,0
2020-03-13,FR,5,2,0
2020-03-13,GE,71,7,0
2020-03-13,GL,1,1,0
2020-03-13,GR,14,3,0
2020-03-13,JU,3,1,0
2020-03-13,LU,5,1,0
2020-03-13,NE,13,3,0
2020-03-13,NW,2,0,0
2020-03-13,OW,3,0,0
2020-03-13,SG,9,1,0
2020-03-13,SH,0,0,0
2020-03-13,SO,0,0,0
2020-03-13,SZ,4,0,0
2020-03-13,TG,7,0,0
2020-03-13,TI,61,18,2
2020-03-13,UR,0,0,0
2020-03-13,VD,97,10,0
2020-03-13,VS,16,2,1
2020-03-13,ZG,1,0,0
2020-03-13,ZH,54,4,0
2020-03-13,FL,2,0,0
2020-03-13,CH,431,58,3
2020-03-13,CHFL,433,58,3
2020-03-14,AG,10,2,0
2020-03-14,AI,0,0,0
2020-03-14,AR,3,0,0
2020-03-14,BE,20,0,0
2020-03-14,BL,8,1,0
2020-03-14,BS,19,5,1
2020-03-14,FR,9,1,0
2020-03-14,GE,67,4,0
2020-03-14,GL,4,1,0
2020-03-14,GR,11,2,0
2020-03-14,JU,4,0,0
2020-03-14,LU,8,2,0
2020-03-14,NE,10,3,0
2020-03-14,NW,2,0,0
2020-03-14,OW,5,1,0
2020-03-14,SG,7,0,0
2020-03-14,SH,1,0,0
2020-03-14,SO,3,0,0
2020-03-14,SZ,4,0,0
2020-03-14,TG,1,0,0
2020-03-14,TI,55,20,3
2020-03-14,UR,0,0,0
2020-03-14,VD,107,16,1
2020-03-14,VS,21,2,0
2020-03-14,ZG,4,0,0
2020-03-14,ZH,34,5,0
2020-03-14,FL,4,0,0
2020-03-14,CH,417,65,5
2020-03-14,CHFL,421,65,5
2020-03-15,AG,8,2,0
2020-03-15,AI,0,0,0
2020-03-15,AR,1,0,0
2020-03-15,BE,20,0,0
2020-03-15,BL,14,3,0
2020-03-15,BS,18,2,2
2020-03-15,FR,5,2,0
2020-03-15,GE,31,6,2
2020-03-15,GL,0,1,0
2020-03-15,GR,18,3,0
2020-03-15,JU,3,0,0
2020-03-15,LU,5,1,0
2020-03-15,NE,5,2,0
2020-03-15,NW,0,1,0
2020-03-15,OW,0,0,0
2020-03-15,SG,3,0,0
2020-03-15,SH,0,0,0
2020-03-15,SO,5,0,0
2020-03-15,SZ,3,0,0
2020-03-15,TG,2,1,0
2020-03-15,TI,44,11,0
2020-03-15,UR,0,0,0
2020-03-15,VD,92,13,1
2020-03-15,VS,11,4,2
2020-03-15,ZG,0,0,0
2020-03-15,ZH,38,4,1
2020-03-15,FL,3,0,0
2020-03-15,CH,326,56,8
2020-03-15,CHFL,329,56,8
2020-03-16,AG,33,5,0
2020-03-16,AI,2,0,0
2020-03-16,AR,5,2,0
2020-03-16,BE,68,10,1
2020-03-16,BL,33,8,0
2020-03-16,BS,31,5,1
2020-03-16,FR,24,7,0
2020-03-16,GE,124,10,0
2020-03-16,GL,5,0,0
2020-03-16,GR,25,2,1
2020-03-16,JU,3,1,0
2020-03-16,LU,24,0,0
2020-03-16,NE,13,4,0
2020-03-16,NW,15,1,0
2020-03-16,OW,2,0,0
2020-03-16,SG,28,2,0
2020-03-16,SH,5,2,0
2020-03-16,SO,18,3,0
2020-03-16,SZ,15,0,0
2020-03-16,TG,10,0,0
2020-03-16,TI,140,22,1
2020-03-16,UR,1,0,0
2020-03-16,VD,238,23,2
2020-03-16,VS,59,5,1
2020-03-16,ZG,4,0,0
2020-03-16,ZH,135,8,0
2020-03-16,FL,5,0,0
2020-03-16,CH,1060,120,7
2020-03-16,CHFL,1065,120,7
2020-03-17,AG,36,3,0
2020-03-17,AI,1,0,0
2020-03-17,AR,2,3,0
2020-03-17,BE,54,7,1
2020-03-17,BL,25,1,0
2020-03-17,BS,38,2,1
2020-03-17,FR,28,3,1
2020-03-17,GE,169,14,1
2020-03-17,GL,4,0,0
2020-03-17,GR,35,2,0
2020-03-17,JU,4,2,0
2020-03-17,LU,25,1,0
2020-03-17,NE,20,4,1
2020-03-17,NW,2,0,0
2020-03-17,OW,1,0,0
2020-03-17,SG,29,1,0
2020-03-17,SH,3,0,0
2020-03-17,SO,6,3,0
2020-03-17,SZ,7,1,0
2020-03-17,TG,10,3,0
2020-03-17,TI,140,21,5
2020-03-17,UR,3,0,0
2020-03-17,VD,248,10,2
2020-03-17,VS,52,5,0
2020-03-17,ZG,10,1,0
2020-03-17,ZH,130,11,0
2020-03-17,FL,6,0,0
2020-03-17,CH,1082,98,12
2020-03-17,CHFL,1088,98,12
2020-03-18,AG,35,5,0
2020-03-18,AI,0,0,0
2020-03-18,AR,4,0,0
2020-03-18,BE,62,8,0
2020-03-18,BL,41,3,0
2020-03-18,BS,52,6,0
2020-03-18,FR,26,5,1
2020-03-18,GE,141,15,1
2020-03-18,GL,3,0,0
2020-03-18,GR,52,4,0
2020-03-18,JU,8,0,0
2020-03-18,LU,32,0,0
2020-03-18,NE,29,2,1
2020-03-18,NW,4,1,0
2020-03-18,OW,2,0,0
2020-03-18,SG,27,0,0
2020-03-18,SH,3,0,0
2020-03-18,SO,11,1,0
2020-03-18,SZ,20,1,0
2020-03-18,TG,8,1,0
2020-03-18,TI,156,26,1
2020-03-18,UR,1,0,0
2020-03-18,VD,270,18,3
2020-03-18,VS,81,7,0
2020-03-18,ZG,5,0,0
2020-03-18,ZH,133,10,1
2020-03-18,FL,9,0,0
2020-03-18,CH,1206,113,8
2020-03-18,CHFL,1215,113,8
2020-03-19,AG,33,2,1
2020-03-19,AI,2,2,0
2020-03-19,AR,7,1,0
2020-03-19,BE,52,2,0
2020-03-19,BL,30,6,0
2020-03-19,BS,39,3,0
2020-03-19,FR,18,6,0
2020-03-19,GE,61,13,1
2020-03-19,GL,3,0,0
2020-03-19,GR,43,1,2
2020-03-19,JU,7,3,0
2020-03-19,LU,15,1,0
2020-03-19,NE,20,1,1
2020-03-19,NW,2,0,0
2020-03-19,OW,0,0,0
2020-03-19,SG,20,2,0
2020-03-19,SH,3,0,0
2020-03-19,SO,9,3,0
2020-03-19,SZ,5,0,0
2020-03-19,TG,5,2,0
2020-03-19,TI,69,23,5
2020-03-19,UR,0,0,0
2020-03-19,VD,217,22,1
2020-03-19,VS,37,6,2
2020-03-19,ZG,2,0,0
2020-03-19,ZH,136,11,1
2020-03-19,FL,2,0,0
2020-03-19,CH,835,110,14
2020-03-19,CHFL,837,110,14
2020-03-20,AG,37,2,0
2020-03-20,AI,1,0,0
2020-03-20,AR,2,0,0
2020-03-20,BE,61,6,1
2020-03-20,BL,49,9,1
2020-03-20,BS,56,6,0
2020-03-20,FR,35,9,2
2020-03-20,GE,58,7,2
2020-03-20,GL,4,0,0
2020-03-20,GR,27,5,2
2020-03-20,JU,11,4,0
2020-03-20,LU,26,0,0
2020-03-20,NE,15,2,0
2020-03-20,NW,5,1,0
2020-03-20,OW,1,0,0
2020-03-20,SG,39,3,0
2020-03-20,SH,13,1,0
2020-03-20,SO,18,4,0
2020-03-20,SZ,7,2,0
2020-03-20,TG,19,1,0
2020-03-20,TI,163,40,7
2020-03-20,UR,5,1,0
2020-03-20,VD,243,22,5
2020-03-20,VS,94,8,0
2020-03-20,ZG,8,0,0
2020-03-20,ZH,141,10,1
2020-03-20,FL,8,0,0
2020-03-20,CH,1138,143,21
2020-03-20,CHFL,1146,143,21
2020-03-21,AG,11,2,0
2020-03-21,AI,0,0,0
2020-03-21,AR,1,0,1
2020-03-21,BE,42,6,2
2020-03-21,BL,25,9,0
2020-03-21,BS,34,4,0
2020-03-21,FR,18,5,2
2020-03-21,GE,152,12,0
2020-03-21,GL,1,0,0
2020-03-21,GR,27,3,1
2020-03-21,JU,4,1,0
2020-03-21,LU,15,2,1
2020-03-21,NE,5,1,0
2020-03-21,NW,2,0,0
2020-03-21,OW,2,0,0
2020-03-21,SG,9,1,0
2020-03-21,SH,2,0,0
2020-03-21,SO,7,2,0
2020-03-21,SZ,1,0,0
2020-03-21,TG,5,1,0
2020-03-21,TI,77,26,6
2020-03-21,UR,2,0,0
2020-03-21,VD,121,27,3
2020-03-21,VS,51,10,2
2020-03-21,ZG,5,0,0
2020-03-21,ZH,72,7,1
2020-03-21,FL,2,0,0
2020-03-21,CH,691,119,19
2020-03-21,CHFL,693,119,19
2020-03-22,AG,9,1,0
2020-03-22,AI,0,0,0
2020-03-22,AR,0,0,0
2020-03-22,BE,35,5,1
2020-03-22,BL,22,8,0
2020-03-22,BS,42,6,0
2020-03-22,FR,23,3,0
2020-03-22,GE,87,12,1
2020-03-22,GL,1,0,0
2020-03-22,GR,14,2,0
2020-03-22,JU,4,1,0
2020-03-22,LU,15,5,0
2020-03-22,NE,13,8,0
2020-03-22,NW,2,0,0
2020-03-22,OW,2,0,0
2020-03-22,SG,11,7,0
2020-03-22,SH,1,0,0
2020-03-22,SO,11,4,0
2020-03-22,SZ,5,1,0
2020-03-22,TG,4,0,0
2020-03-22,TI,45,33,13
2020-03-22,UR,7,2,0
2020-03-22,VD,105,20,2
2020-03-22,VS,38,6,0
2020-03-22,ZG,0,0,0
2020-03-22,ZH,51,13,1
2020-03-22,FL,2,0,0
2020-03-22,CH,547,137,18
2020-03-22,CHFL,549,137,18
2020-03-23,AG,42,8,1
2020-03-23,AI,0,0,0
2020-03-23,AR,3,0,1
2020-03-23,BE,69,12,0
2020-03-23,BL,36,8,1
2020-03-23,BS,73,4,1
2020-03-23,FR,41,9,1
2020-03-23,GE,175,19,4
2020-03-23,GL,8,1,0
2020-03-23,GR,61,7,1
2020-03-23,JU,18,2,0
2020-03-23,LU,42,1,0
2020-03-23,NE,23,11,0
2020-03-23,NW,2,0,0
2020-03-23,OW,1,0,0
2020-03-23,SG,49,2,0
2020-03-23,SH,2,1,0
2020-03-23,SO,17,4,1
2020-03-23,SZ,12,2,0
2020-03-23,TG,10,2,0
2020-03-23,TI,182,33,6
2020-03-23,UR,7,0,0
2020-03-23,VD,311,19,5
2020-03-23,VS,97,12,1
2020-03-23,ZG,4,1,0
2020-03-23,ZH,177,8,0
2020-03-23,FL,3,0,0
2020-03-23,CH,1462,166,23
2020-03-23,CHFL,1465,166,23
2020-03-24,AG,54,8,0
2020-03-24,AI,2,0,0
2020-03-24,AR,3,0,0
2020-03-24,BE,54,13,0
2020-03-24,BL,50,4,1
2020-03-24,BS,40,2,2
2020-03-24,FR,36,14,1
2020-03-24,GE,139,15,1
2020-03-24,GL,1,1,0
2020-03-24,GR,33,4,1
2020-03-24,JU,12,4,0
2020-03-24,LU,22,2,1
2020-03-24,NE,27,7,1
2020-03-24,NW,3,0,0
2020-03-24,OW,0,0,0
2020-03-24,SG,29,4,0
2020-03-24,SH,1,1,0
2020-03-24,SO,21,4,0
2020-03-24,SZ,8,2,0
2020-03-24,TG,14,3,2
2020-03-24,TI,168,39,5
2020-03-24,UR,6,0,0
2020-03-24,VD,272,32,2
